Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NE-073,Gosper County,64,53,-0.6,64.6
NE-075,Grant County,60.7,68,0.6,60.1
NE-077,Greeley County,62.1,49,-1,63.1
NE-079,Hall County,64.1,58,-0.3,64.4
NE-081,Hamilton County,64.2,49,-0.6,64.8
NE-083,Harlan County,64.4,41,-1.2,65.6
NE-085,Hayes County,63.4,53,-0.7,64.1
NE-087,Hitchcock County,64.1,45,-1.1,65.2
NE-089,Holt County,62.2,60,-0.3,62.5
NE-091,Hooker County,61.4,58,0.2,61.2
NE-093,Howard County,63.6,57,-0.3,63.9
NE-095,Jefferson County,64.2,32,-2,66.2
NE-097,Johnson County,63.7,27,-2.5,66.2
NE-099,Kearney County,63.5,44,-1.2,64.7
NE-101,Keith County,63.5,69,0.6,62.9
NE-103,Keya Paha County,63.7,83,1.3,62.4
NE-105,Kimball County,60,72,1,59
NE-107,Knox County,62.9,60,-0.3,63.2
NE-109,Lancaster County,64,36,-1.7,65.7
NE-111,Lincoln County,63.2,62,0,63.2
NE-113,Logan County,62.6,67,0.4,62.2
NE-115,Loup County,61.9,57,-0.3,62.2
NE-117,McPherson County,62.2,68,0.4,61.8
NE-119,Madison County,62.8,56,-0.5,63.3
NE-121,Merrick County,64.2,57,-0.3,64.5
NE-123,Morrill County,61.2,69,0.7,60.5
NE-125,Nance County,63.5,58,-0.4,63.9
NE-127,Nemaha County,64,28,-2.5,66.5
NE-129,Nuckolls County,63.8,32,-2,65.8
NE-131,Otoe County,63.9,32,-2.3,66.2
NE-133,Pawnee County,64.2,32,-2.3,66.5
NE-135,Perkins County,62.8,55,-0.3,63.1
NE-137,Phelps County,63.6,47,-1,64.6
NE-139,Pierce County,62.3,57,-0.6,62.9
NE-141,Platte County,63.2,58,-0.5,63.7
NE-143,Polk County,64.3,59,-0.3,64.6
NE-145,Red Willow County,65,53,-0.2,65.2
NE-147,Richardson County,64.7,33,-2.1,66.8
NE-149,Rock County,62.6,70,0.6,62
NE-151,Saline County,63.8,32,-2,65.8
NE-153,Sarpy County,64.4,41,-1.1,65.5
NE-155,Saunders County,64.2,51,-0.7,64.9
NE-157,Scotts Bluff County,61.2,71,1,60.2
NE-159,Seward County,63.8,46,-1.3,65.1
NE-161,Sheridan County,60.6,70,0.9,59.7
NE-163,Sherman County,63.5,63,0.1,63.4
NE-165,Sioux County,58.9,63,0.4,58.5
NE-167,Stanton County,62.9,52,-0.5,63.4
NE-169,Thayer County,64.1,33,-2,66.1
NE-171,Thomas County,62.5,63,0.1,62.4
NE-173,Thurston County,62.9,55,-0.2,63.1
NE-175,Valley County,62.2,52,-0.6,62.8
NE-177,Washington County,64,47,-0.8,64.8
NE-179,Wayne County,62.5,57,-0.4,62.9
NE-181,Webster County,63.8,32,-2,65.8
NE-183,Wheeler County,61.5,48,-1.1,62.6
NE-185,York County,64.3,50,-0.9,65.2
NV-001,Churchill County,66.6,123,4.3,62.3
NV-003,Clark County,81,125,4.9,76.1
NV-005,Douglas County,64.4,125,5.4,59
NV-007,Elko County,60.4,121,4,56.4
NV-009,Esmeralda County,69.3,126,6.1,63.2
NV-011,Eureka County,61.7,121,4.4,57.3
NV-013,Humboldt County,65.6,126,5.4,60.2
NV-015,Lander County,63.8,125,4.8,59
NV-017,Lincoln County,71,124,4.5,66.5
NV-019,Lyon County,66.4,124,5,61.4
NV-021,Mineral County,66.2,126,5.6,60.6
NV-023,Nye County,68.1,126,5.2,62.9
NV-027,Pershing County,66.9,124,4.9,62
NV-029,Storey County,66.6,125,5.5,61.1
NV-031,Washoe County,65.9,125,5.7,60.2
NV-033,White Pine County,62.1,124,4.7,57.4
NV-510,Carson City,65.7,125,5.7,60
NH-001,Belknap County,60.3,107,2.4,57.9
NH-003,Carroll County,58.8,107,2.5,56.3
NH-005,Cheshire County,59.2,89,1.5,57.7
NH-007,Coos County,55,88,1.5,53.5
NH-009,Grafton County,57.3,103,2,55.3
NH-011,Hillsborough County,61.4,105,2.6,58.8
NH-013,Merrimack County,60.5,108,2.5,58
NH-015,Rockingham County,62.3,106,2.5,59.8
NH-017,Strafford County,61.2,107,2.5,58.7
NH-019,Sullivan County,58.2,94,1.7,56.5
NJ-001,Atlantic County,67.9,92,1.7,66.2
NJ-003,Bergen County,66.5,94,1.9,64.6
NJ-005,Burlington County,68.1,94,1.8,66.3
NJ-007,Camden County,68.2,89,1.5,66.7
NJ-009,Cape May County,68.6,93,1.8,66.8
NJ-011,Cumberland County,68.1,92,1.5,66.6
NJ-013,Essex County,66.5,93,1.7,64.8
NJ-015,Gloucester County,68.2,83,1.2,67
NJ-017,Hudson County,68.4,94,1.9,66.5
NJ-019,Hunterdon County,64.7,88,1.6,63.1
NJ-021,Mercer County,67.2,93,1.9,65.3
NJ-023,Middlesex County,67.7,100,2.3,65.4
NJ-025,Monmouth County,68.5,108,2.9,65.6
NJ-027,Morris County,63.8,90,1.4,62.4
NJ-029,Ocean County,68.2,104,2.3,65.9
NJ-031,Passaic County,64.5,93,1.9,62.6
NJ-033,Salem County,68.2,82,1.1,67.1
NJ-035,Somerset County,66,91,1.7,64.3
NJ-037,Sussex County,62.9,95,1.8,61.1
NJ-039,Union County,67.3,93,1.9,65.4
NJ-041,Warren County,63,83,1.2,61.8
NM-001,Bernalillo County,65.2,76,1,64.2
NM-003,Catron County,61.4,116,2.5,58.9
NM-005,Chaves County,69.2,73,0.5,68.7
NM-006,Cibola County,61.9,93,1.6,60.3
NM-007,Colfax County,57.8,44,-0.6,58.4
NM-009,Curry County,67.4,72,0.1,67.3
NM-011,De Baca County,68,59,-0.1,68.1
NM-013,Dona Ana County,71.9,65,0.2,71.7
NM-015,Eddy County,71.3,65,0.2,71.1
NM-017,Grant County,68.1,108,2,66.1
NM-019,Guadalupe County,65.9,66,0.2,65.7
NM-021,Harding County,64,26,-1.5,65.5
NM-023,Hidalgo County,72.3,105,1.8,70.5
NM-025,Lea County,69.3,34,-1,70.3
NM-027,Lincoln County,64.6,76,0.5,64.1
NM-028,Los Alamos County,60.1,103,1.9,58.2
NM-029,Luna County,72,77,0.6,71.4
NM-031,McKinley County,63.3,109,2.4,60.9
NM-033,Mora County,59.2,85,0.9,58.3
NM-035,Otero County,67.8,76,0.6,67.2
NM-037,Quay County,68.3,60,-0.3,68.6
NM-039,Rio Arriba County,59.2,102,2.1,57.1
NM-041,Roosevelt County,67.4,54,-0.5,67.9
NM-043,Sandoval County,63.1,92,1.7,61.4
NM-045,San Juan County,65.7,103,2.2,63.5
NM-047,San Miguel County,63.9,70,0.3,63.6
NM-049,Santa Fe County,61.5,83,1.1,60.4
NM-051,Sierra County,68.4,79,0.7,67.7
NM-053,Socorro County,65.7,87,1.2,64.5
NM-055,Taos County,55.8,96,1.6,54.2
NM-057,Torrance County,62.1,81,1,61.1
NM-059,Union County,62,21,-1.8,63.8
NM-061,Valencia County,66.7,76,0.7,66
NY-001,Albany County,60.2,51,-0.3,60.5
NY-003,Allegany County,59.2,62,0.4,58.8
NY-005,Bronx County,68.5,96,1.9,66.6
NY-007,Broome County,59.8,56,0.1,59.7
NY-009,Cattaraugus County,58.9,57,0.1,58.8
NY-011,Cayuga County,60.6,55,-0.1,60.7
NY-013,Chautauqua County,60.8,72,0.4,60.4
NY-015,Chemung County,60.4,67,0.6,59.8
NY-017,Chenango County,58,46,-0.5,58.5
NY-019,Clinton County,58.3,83,1.3,57
NY-021,Columbia County,61.9,81,1,60.9
NY-023,Cortland County,58.1,50,-0.3,58.4
NY-025,Delaware County,58,60,0.3,57.7
NY-027,Dutchess County,63.6,95,2.1,61.5
NY-029,Erie County,62.3,86,1.5,60.8
NY-031,Essex County,55.8,69,0.6,55.2
NY-033,Franklin County,56.1,71,0.6,55.5
NY-035,Fulton County,58,52,-0.3,58.3
NY-037,Genesee County,61.7,79,1.2,60.5
NY-039,Greene County,59.5,73,0.6,58.9
NY-041,Hamilton County,55.1,70,0.6,54.5
NY-043,Herkimer County,57.2,70,0.5,56.7
NY-045,Jefferson County,59.5,70,0.6,58.9
NY-047,Kings County,69,94,1.9,67.1
NY-049,Lewis County,57.5,78,1,56.5
NY-051,Livingston County,60.9,61,0.3,60.6
NY-053,Madison County,58.6,53,0,58.6
NY-055,Monroe County,62.2,70,0.8,61.4
NY-057,Montgomery County,59.8,48,-0.6,60.4
NY-059,Nassau County,67.8,98,2,65.8
NY-061,New York County,68.7,95,1.9,66.8
NY-063,Niagara County,62.7,78,0.9,61.8
NY-065,Oneida County,59.6,71,0.8,58.8
NY-067,Onondaga County,60.6,59,0.3,60.3
NY-069,Ontario County,60.8,58,0.1,60.7
NY-071,Orange County,63.8,98,2.2,61.6
NY-073,Orleans County,62.4,78,1.1,61.3
NY-075,Oswego County,61.1,87,1.3,59.8
NY-077,Otsego County,57.7,49,-0.4,58.1
NY-079,Putnam County,64.6,104,2.6,62
NY-081,Queens County,68.5,95,1.9,66.6
NY-083,Rensselaer County,60.1,71,0.5,59.6
NY-085,Richmond County,68.9,98,2.3,66.6
NY-087,Rockland County,65.5,98,2.1,63.4
NY-089,St. Lawrence County,57.5,67,0.3,57.2
NY-091,Saratoga County,59.1,54,-0.2,59.3
NY-093,Schenectady County,59.5,41,-0.7,60.2
NY-095,Schoharie County,58.3,50,-0.3,58.6
NY-097,Schuyler County,60.1,58,0.3,59.8
NY-099,Seneca County,61.3,53,-0.3,61.6
NY-101,Steuben County,59.5,61,0.3,59.2
NY-103,Suffolk County,66.3,102,2.2,64.1
NY-105,Sullivan County,60.3,88,1.5,58.8
NY-107,Tioga County,60.2,62,0.4,59.8
NY-109,Tompkins County,60,57,0.1,59.9
NY-111,Ulster County,61.4,88,1.6,59.8
NY-113,Warren County,57,59,0.2,56.8
NY-115,Washington County,59.1,61,0.3,58.8
NY-117,Wayne County,61.7,63,0.3,61.4
NY-119,Westchester County,65.9,100,2.3,63.6
NY-121,Wyoming County,60.3,83,1.3,59
NY-123,Yates County,60.6,57,0.1,60.5
NC-001,Alamance County,68.1,30,-1.7,69.8
NC-003,Alexander County,68.3,49,-0.5,68.8
NC-005,Alleghany County,62.2,54,-0.2,62.4
NC-007,Anson County,72.7,66,0.1,72.6
NC-009,Ashe County,61.6,68,0.3,61.3
NC-011,Avery County,60.7,67,0.2,60.5
NC-013,Beaufort County,72.9,61,0.1,72.8
NC-015,Bertie County,71.6,68,0.3,71.3
NC-017,Bladen County,72.8,56,-0.3,73.1
NC-019,Brunswick County,74.4,71,0.4,74
NC-021,Buncombe County,64.5,61,0,64.5
NC-023,Burke County,68.4,57,-0.1,68.5
NC-025,Cabarrus County,69.6,30,-1.6,71.2
NC-027,Caldwell County,67.7,52,-0.4,68.1
NC-029,Camden County,73.4,96,1.8,71.6
NC-031,Carteret County,75.3,80,0.9,74.4
NC-033,Caswell County,67.7,29,-1.8,69.5
NC-035,Catawba County,69,49,-0.7,69.7
NC-037,Chatham County,69.5,37,-1.4,70.9
NC-039,Cherokee County,66.9,55,-0.7,67.6
NC-041,Chowan County,72.7,78,0.8,71.9
NC-043,Clay County,64.6,48,-0.9,65.5
NC-045,Cleveland County,69.9,52,-0.5,70.4
NC-047,Columbus County,73.5,63,0,73.5
NC-049,Craven County,73.4,67,0.4,73
NC-051,Cumberland County,72.2,52,-0.5,72.7
NC-053,Currituck County,74.3,102,2.3,72
NC-055,Dare County,74.9,87,1.2,73.7
NC-057,Davidson County,68.2,29,-1.7,69.9
NC-059,Davie County,68.2,43,-1.2,69.4
NC-061,Duplin County,71.9,49,-0.7,72.6
NC-063,Durham County,68.8,38,-1.3,70.1
NC-065,Edgecombe County,70.3,36,-1.2,71.5
NC-067,Forsyth County,67.7,34,-1.4,69.1
NC-069,Franklin County,68.8,32,-1.5,70.3
NC-071,Gaston County,70.4,55,-0.3,70.7
NC-073,Gates County,71.6,75,0.5,71.1
NC-075,Graham County,64.2,48,-1,65.2
NC-077,Granville County,68.3,42,-1,69.3
NC-079,Greene County,71,33,-1.3,72.3
NC-081,Guilford County,67.6,27,-1.9,69.5
NC-083,Halifax County,69.8,43,-0.8,70.6
NC-085,Harnett County,70.9,41,-1.1,72
NC-087,Haywood County,61.3,58,-0.2,61.5
NC-089,Henderson County,65.1,52,-0.7,65.8
NC-091,Hertford County,71.3,70,0.4,70.9
NC-093,Hoke County,72.4,69,0.2,72.2
NC-095,Hyde County,74.3,69,0.6,73.7
NC-097,Iredell County,68.6,47,-0.8,69.4
NC-099,Jackson County,61.7,44,-1.2,62.9
NC-101,Johnston County,70,24,-1.9,71.9
NC-103,Jones County,72.9,65,0.3,72.6
NC-105,Lee County,70.3,42,-1.1,71.4
NC-107,Lenoir County,71.7,49,-0.8,72.5
NC-109,Lincoln County,69.5,51,-0.6,70.1
NC-111,McDowell County,68.1,76,0.8,67.3
NC-113,Macon County,62.2,23,-1.9,64.1
NC-115,Madison County,65.5,61,0,65.5
NC-117,Martin County,71.7,65,0,71.7
NC-119,Mecklenburg County,70.4,49,-0.8,71.2
NC-121,Mitchell County,62.3,66,0.2,62.1
NC-123,Montgomery County,70.6,43,-1,71.6
NC-125,Moore County,71.2,58,-0.2,71.4
NC-127,Nash County,69.1,28,-1.8,70.9
NC-129,New Hanover County,74.8,77,0.7,74.1
NC-131,Northampton County,70.4,59,-0.2,70.6
NC-133,Onslow County,73.8,75,0.6,73.2
NC-135,Orange County,68.2,35,-1.4,69.6
NC-137,Pamlico County,74,62,0.1,73.9
NC-139,Pasquotank County,73.4,95,1.7,71.7
NC-141,Pender County,73.6,71,0.3,73.3
NC-143,Perquimans County,72.9,85,1.2,71.7
NC-145,Person County,67.7,40,-1.2,68.9
NC-147,Pitt County,71.6,49,-0.7,72.3
NC-149,Polk County,68.3,34,-1.5,69.8
NC-151,Randolph County,68.7,29,-1.8,70.5
NC-153,Richmond County,73.2,78,0.8,72.4
NC-155,Robeson County,73.2,69,0.1,73.1
NC-157,Rockingham County,67.5,30,-1.8,69.3
NC-159,Rowan County,68.5,31,-1.7,70.2
NC-161,Rutherford County,69.5,55,-0.4,69.9
NC-163,Sampson County,71.4,37,-1.2,72.6
NC-165,Scotland County,73.6,83,1.1,72.5
NC-167,Stanly County,70.2,31,-1.7,71.9
NC-169,Stokes County,67.3,39,-1.2,68.5
NC-171,Surry County,66.8,46,-0.7,67.5
NC-173,Swain County,61.8,40,-1.2,63
NC-175,Transylvania County,64,57,-0.3,64.3
NC-177,Tyrrell County,73.9,81,1,72.9
NC-179,Union County,71.1,52,-0.6,71.7
NC-181,Vance County,68.4,41,-1.1,69.5
NC-183,Wake County,69.6,35,-1.3,70.9
NC-185,Warren County,68.8,41,-1.1,69.9
NC-187,Washington County,72.8,74,0.7,72.1
NC-189,Watauga County,61.7,68,0.3,61.4
NC-191,Wayne County,70.6,29,-1.6,72.2
NC-193,Wilkes County,67.3,55,-0.2,67.5
NC-195,Wilson County,69.7,24,-2,71.7
NC-197,Yadkin County,68,49,-0.6,68.6
NC-199,Yancey County,61.9,63,0,61.9
ND-001,Adams County,57.6,76,1,56.6
ND-003,Barnes County,57.1,69,0.5,56.6
ND-005,Benson County,56.6,82,1.4,55.2
ND-007,Billings County,57.6,76,1,56.6
ND-009,Bottineau County,55.8,77,0.9,54.9
ND-011,Bowman County,58.2,80,1.6,56.6
ND-013,Burke County,55.4,79,1.3,54.1
ND-015,Burleigh County,58,76,1,57
ND-017,Cass County,57.3,47,-0.4,57.7
ND-019,Cavalier County,54.7,74,0.8,53.9
ND-021,Dickey County,57.2,45,-0.6,57.8
ND-023,Divide County,56.3,87,2.2,54.1
ND-025,Dunn County,57.9,80,1.4,56.5
ND-027,Eddy County,57.5,83,1.6,55.9
ND-029,Emmons County,58,56,-0.1,58.1
ND-031,Foster County,57.5,78,1.4,56.1
ND-033,Golden Valley County,57.8,78,1.1,56.7
ND-035,Grand Forks County,57.4,71,0.6,56.8
ND-037,Grant County,57.6,63,0.1,57.5
ND-039,Griggs County,56.7,71,0.8,55.9
ND-041,Hettinger County,57.5,77,1.1,56.4
ND-043,Kidder County,57.1,71,0.7,56.4
ND-045,LaMoure County,57.4,63,0.2,57.2
ND-047,Logan County,56.5,53,-0.2,56.7
ND-049,McHenry County,56.7,70,0.6,56.1
ND-051,McIntosh County,56,43,-1,57
ND-053,McKenzie County,57.5,79,1.2,56.3
ND-055,McLean County,57.4,73,0.8,56.6
ND-057,Mercer County,58,76,1,57
ND-059,Morton County,58,71,0.6,57.4
ND-061,Mountrail County,56.3,79,1.3,55
ND-063,Nelson County,56.6,80,1.3,55.3
ND-065,Oliver County,57.8,72,0.5,57.3
ND-067,Pembina County,56.7,73,1.1,55.6
ND-069,Pierce County,55.5,72,0.6,54.9
ND-071,Ramsey County,56.5,82,1.3,55.2
ND-073,Ransom County,57.2,44,-0.6,57.8
ND-075,Renville County,56.3,74,0.9,55.4
ND-077,Richland County,58,48,-0.4,58.4
ND-079,Rolette County,53.7,66,0.4,53.3
ND-081,Sargent County,57.6,44,-0.7,58.3
ND-083,Sheridan County,56.8,73,0.8,56
ND-085,Sioux County,58.5,63,0.2,58.3
ND-087,Slope County,58.2,80,1.4,56.8
ND-089,Stark County,57.8,76,1.3,56.5
ND-091,Steele County,56.2,50,-0.5,56.7
ND-093,Stutsman County,57.4,74,0.9,56.5
ND-095,Towner County,54.5,69,0.6,53.9
ND-097,Traill County,57,49,-0.8,57.8
ND-099,Walsh County,57,80,1.3,55.7
ND-101,Ward County,56.7,75,0.8,55.9
ND-103,Wells County,57,78,1.3,55.7
ND-105,Williams County,56.8,81,1.8,55
OH-001,Adams County,66.5,63,0.3,66.2
OH-003,Allen County,64.9,67,0.3,64.6
OH-005,Ashland County,63.5,70,0.5,63
OH-007,Ashtabula County,62.5,68,0.6,61.9
OH-009,Athens County,64.9,51,-0.4,65.3
OH-011,Auglaize County,64.8,66,0.2,64.6
OH-013,Belmont County,64.5,56,0.1,64.4
OH-015,Brown County,66.1,61,0.1,66
OH-017,Butler County,66.4,59,0,66.4
OH-019,Carroll County,63.9,70,0.7,63.2
OH-021,Champaign County,65,70,0.5,64.5
OH-023,Clark County,65.5,69,0.5,65
OH-025,Clermont County,66.7,59,0.1,66.6
OH-027,Clinton County,65.6,65,0.3,65.3
OH-029,Columbiana County,63.1,65,0.2,62.9
OH-031,Coshocton County,64.5,72,0.5,64
OH-033,Crawford County,64.3,76,0.9,63.4
OH-035,Cuyahoga County,64.4,67,0.6,63.8
OH-037,Darke County,64.3,55,-0.3,64.6
OH-039,Defiance County,63.9,58,-0.2,64.1
OH-041,Delaware County,65,60,-0.1,65.1
OH-043,Erie County,64.9,54,-0.2,65.1
OH-045,Fairfield County,64.9,56,-0.1,65
OH-047,Fayette County,65.6,67,0.5,65.1
OH-049,Franklin County,65.8,59,0,65.8
OH-051,Fulton County,63.6,61,0.1,63.5
OH-053,Gallia County,65.5,40,-1,66.5
OH-055,Geauga County,62.4,71,0.8,61.6
OH-057,Greene County,65.9,69,0.5,65.4
OH-059,Guernsey County,65,72,0.6,64.4
OH-061,Hamilton County,67.2,61,0.1,67.1
OH-063,Hancock County,65.4,78,1,64.4
OH-065,Hardin County,65,74,0.7,64.3
OH-067,Harrison County,64.5,71,0.7,63.8
OH-069,Henry County,64.6,67,0.5,64.1
OH-071,Highland County,65.8,65,0.4,65.4
OH-073,Hocking County,64.5,51,-0.4,64.9
OH-075,Holmes County,63.8,69,0.5,63.3
OH-077,Huron County,64.1,61,0.2,63.9
OH-079,Jackson County,65.1,46,-0.6,65.7
OH-081,Jefferson County,64.3,61,0.2,64.1
OH-083,Knox County,63.5,61,0.1,63.4
OH-085,Lake County,63.9,70,0.8,63.1
OH-087,Lawrence County,66.4,54,-0.3,66.7
OH-089,Licking County,64.3,62,0.1,64.2
OH-091,Logan County,64.3,63,0.1,64.2
OH-093,Lorain County,64.4,55,-0.1,64.5
OH-095,Lucas County,64.9,67,0.4,64.5
OH-097,Madison County,65.6,71,0.5,65.1
OH-099,Mahoning County,62.6,65,0.4,62.2
OH-101,Marion County,65,71,0.6,64.4
OH-103,Medina County,64,69,0.6,63.4
OH-105,Meigs County,64.8,36,-1.2,66
OH-107,Mercer County,64.5,58,-0.1,64.6
OH-109,Miami County,65.5,66,0.2,65.3
OH-111,Monroe County,64.7,52,-0.3,65
OH-113,Montgomery County,65.9,65,0.1,65.8
OH-115,Morgan County,65,57,-0.1,65.1
OH-117,Morrow County,63.7,62,0.3,63.4
OH-119,Muskingum County,64.9,68,0.4,64.5
OH-121,Noble County,65,60,0.1,64.9
OH-123,Ottawa County,65,56,-0.1,65.1
OH-125,Paulding County,64,51,-0.6,64.6
OH-127,Perry County,64.5,61,0.1,64.4
OH-129,Pickaway County,65.9,57,-0.1,66
OH-131,Pike County,66.1,61,0.2,65.9
OH-133,Portage County,63.2,75,1,62.2
OH-135,Preble County,64.6,55,-0.2,64.8
OH-137,Putnam County,65,68,0.4,64.6
OH-139,Richland County,63.4,74,0.7,62.7
OH-141,Ross County,65.8,58,0,65.8
OH-143,Sandusky County,64.6,52,-0.3,64.9
OH-145,Scioto County,66.4,61,0.1,66.3
OH-147,Seneca County,64.6,69,0.4,64.2
OH-149,Shelby County,64.8,67,0.2,64.6
OH-151,Stark County,64.1,78,1.2,62.9
OH-153,Summit County,64.6,83,1.4,63.2
OH-155,Trumbull County,62.5,70,0.5,62
OH-157,Tuscarawas County,64.4,76,0.7,63.7
OH-159,Union County,65.1,68,0.2,64.9
OH-161,Van Wert County,64.2,54,-0.5,64.7
OH-163,Vinton County,64.4,44,-0.9,65.3
OH-165,Warren County,66.4,60,0.1,66.3
OH-167,Washington County,65.8,56,0,65.8
OH-169,Wayne County,63.8,68,0.6,63.2
OH-171,Williams County,63,56,-0.2,63.2
OH-173,Wood County,65,69,0.4,64.6
OH-175,Wyandot County,65.3,78,1,64.3
OK-001,Adair County,70.5,44,-1,71.5
OK-003,Alfalfa County,69.3,15,-3.1,72.4
OK-005,Atoka County,72.4,26,-2.4,74.8
OK-007,Beaver County,68.2,22,-2.6,70.8
OK-009,Beckham County,69.1,8,-3.7,72.8
OK-011,Blaine County,69.6,19,-3.3,72.9
OK-013,Bryan County,72.7,22,-2.7,75.4
OK-015,Caddo County,70,12,-3.5,73.5
OK-017,Canadian County,70.2,19,-3.1,73.3
OK-019,Carter County,70.8,5,-4.7,75.5
OK-021,Cherokee County,70.9,40,-1.7,72.6
OK-023,Choctaw County,72.8,32,-2,74.8
OK-025,Cimarron County,65.7,25,-1.9,67.6
OK-027,Cleveland County,70,12,-3.8,73.8
OK-029,Coal County,72.1,24,-2.7,74.8
OK-031,Comanche County,70.8,11,-3.7,74.5
OK-033,Cotton County,71.4,10,-4.2,75.6
OK-035,Craig County,69.6,23,-2.6,72.2
OK-037,Creek County,70.6,25,-2.8,73.4
OK-039,Custer County,68.7,7,-3.9,72.6
OK-041,Delaware County,70.2,41,-1.4,71.6
OK-043,Dewey County,68.9,18,-3.1,72
OK-045,Ellis County,68.4,22,-2.8,71.2
OK-047,Garfield County,69.9,21,-2.8,72.7
OK-049,Garvin County,70.1,5,-4.6,74.7
OK-051,Grady County,70.2,12,-3.5,73.7
OK-053,Grant County,69.5,18,-3,72.5
OK-055,Greer County,70.6,12,-3.3,73.9
OK-057,Harmon County,71.5,22,-2.6,74.1
OK-059,Harper County,68.5,22,-3.1,71.6
OK-061,Haskell County,72.1,37,-1.8,73.9
OK-063,Hughes County,71.4,25,-2.6,74
OK-065,Jackson County,71.7,13,-3.1,74.8
OK-067,Jefferson County,71.2,3,-4.8,76
OK-069,Johnston County,71.4,12,-3.7,75.1
OK-071,Kay County,70.3,31,-2.1,72.4
OK-073,Kingfisher County,70.4,17,-3.4,73.8
OK-075,Kiowa County,70.6,12,-3.3,73.9
OK-077,Latimer County,71.5,33,-2,73.5
OK-079,Le Flore County,71.5,42,-1.3,72.8
OK-081,Lincoln County,70.2,13,-3.7,73.9
OK-083,Logan County,70.2,16,-3.4,73.6
OK-085,Love County,71.9,8,-4.1,76
OK-087,McClain County,70.1,11,-3.8,73.9
OK-089,McCurtain County,72.2,39,-1.2,73.4
OK-091,McIntosh County,71.8,31,-2.4,74.2
OK-093,Major County,69.7,19,-3,72.7
OK-095,Marshall County,71.9,10,-3.8,75.7
OK-097,Mayes County,70.7,32,-2.3,73
OK-099,Murray County,70.2,6,-4.7,74.9
OK-101,Muskogee County,71.8,35,-2.3,74.1
OK-103,Noble County,70.5,28,-2.4,72.9
OK-105,Nowata County,69.8,24,-2.6,72.4
OK-107,Okfuskee County,70.9,22,-3,73.9
OK-109,Oklahoma County,70.3,15,-3.4,73.7
OK-111,Okmulgee County,71.4,24,-2.8,74.2
OK-113,Osage County,70.1,30,-2.2,72.3
OK-115,Ottawa County,69.7,36,-2,71.7
OK-117,Pawnee County,70.6,29,-2.3,72.9
OK-119,Payne County,70.4,22,-2.8,73.2
OK-121,Pittsburg County,71.8,30,-2.4,74.2
OK-123,Pontotoc County,70.7,12,-3.6,74.3
OK-125,Pottawatomie County,70.1,11,-3.9,74
OK-127,Pushmataha County,71.9,34,-1.8,73.7
OK-129,Roger Mills County,68.7,11,-3.3,72
OK-131,Rogers County,70.8,28,-2.3,73.1
OK-133,Seminole County,70.6,14,-3.3,73.9
OK-135,Sequoyah County,72,40,-1.4,73.4
OK-137,Stephens County,70.2,5,-4.7,74.9
OK-139,Texas County,67.2,19,-2.6,69.8
OK-141,Tillman County,71.7,9,-3.6,75.3
OK-143,Tulsa County,71.1,31,-2.4,73.5
OK-145,Wagoner County,71.5,32,-2.4,73.9
OK-147,Washington County,70,26,-2.4,72.4
OK-149,Washita County,69.1,7,-4.1,73.2
OK-151,Woods County,68.8,21,-3.1,71.9
OK-153,Woodward County,68.7,23,-2.9,71.6
OR-001,Baker County,62,121,5.3,56.7
OR-003,Benton County,64.9,121,3.7,61.2
OR-005,Clackamas County,62.1,123,4.6,57.5
OR-007,Clatsop County,62.5,126,4.7,57.8
OR-009,Columbia County,64,126,4.8,59.2
OR-011,Coos County,65.7,126,5.8,59.9
OR-013,Crook County,61.7,126,6.2,55.5
OR-015,Curry County,66,126,4.8,61.2
OR-017,Deschutes County,59.4,124,5.6,53.8
OR-019,Douglas County,65.6,126,5.6,60
OR-021,Gilliam County,64.7,119,4.6,60.1
OR-023,Grant County,60.2,122,5.6,54.6
OR-025,Harney County,62.4,126,6.2,56.2
OR-027,Hood River County,60.4,123,4.9,55.5
OR-029,Jackson County,66.2,125,5.7,60.5
OR-031,Jefferson County,62.2,122,5.2,57
OR-033,Josephine County,66.5,125,5.7,60.8
OR-035,Klamath County,60.5,126,6.3,54.2
OR-037,Lake County,61.5,126,6.6,54.9
OR-039,Lane County,63.7,125,4.8,58.9
OR-041,Lincoln County,63.3,125,3.9,59.4
OR-043,Linn County,62.6,122,4.4,58.2
OR-045,Malheur County,64.2,123,5.3,58.9
OR-047,Marion County,63.3,125,4.8,58.5
OR-049,Morrow County,64.2,119,4.9,59.3
OR-051,Multnomah County,64.7,126,4.6,60.1
OR-053,Polk County,64.9,124,4.3,60.6
OR-055,Sherman County,64.8,119,4.5,60.3
OR-057,Tillamook County,62.7,126,4.8,57.9
OR-059,Umatilla County,63.5,121,5.1,58.4
OR-061,Union County,60,120,5.4,54.6
OR-063,Wallowa County,59.7,120,5.5,54.2
OR-065,Wasco County,63.4,121,4.8,58.6
OR-067,Washington County,64.3,125,4.5,59.8
OR-069,Wheeler County,63.6,126,6.2,57.4
OR-071,Yamhill County,65.1,124,4.5,60.6
PA-001,Adams County,64.7,67,0.3,64.4
PA-003,Allegheny County,64.7,66,0.4,64.3
PA-005,Armstrong County,62.9,69,0.4,62.5
PA-007,Beaver County,63.8,57,0,63.8
PA-009,Bedford County,62.6,57,-0.3,62.9
