Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
ID-077,Power County,60.6,110,3.1,57.5
ID-079,Shoshone County,57.8,117,4.7,53.1
ID-081,Teton County,55,113,3.5,51.5
ID-083,Twin Falls County,62.6,116,4,58.6
ID-085,Valley County,54.4,117,4.4,50
ID-087,Washington County,63.3,112,3.3,60
IL-001,Adams County,65.6,37,-1.5,67.1
IL-003,Alexander County,69.4,51,-0.6,70
IL-005,Bond County,67.2,50,-0.9,68.1
IL-007,Boone County,61.7,45,-0.9,62.6
IL-009,Brown County,65.5,42,-1.1,66.6
IL-011,Bureau County,63.3,47,-0.9,64.2
IL-013,Calhoun County,67.4,51,-0.6,68
IL-015,Carroll County,62.2,50,-0.3,62.5
IL-017,Cass County,65.5,39,-1.3,66.8
IL-019,Champaign County,65.4,60,-0.2,65.6
IL-021,Christian County,66.6,55,-0.5,67.1
IL-023,Clark County,66.6,53,-0.6,67.2
IL-025,Clay County,67.7,59,-0.3,68
IL-027,Clinton County,68.3,58,-0.3,68.6
IL-029,Coles County,66.2,52,-0.6,66.8
IL-031,Cook County,64.5,69,0.4,64.1
IL-033,Crawford County,67.5,57,-0.4,67.9
IL-035,Cumberland County,66.7,53,-0.6,67.3
IL-037,DeKalb County,62.2,43,-1,63.2
IL-039,De Witt County,65.5,60,-0.1,65.6
IL-041,Douglas County,65.9,59,-0.4,66.3
IL-043,DuPage County,63.8,60,0,63.8
IL-045,Edgar County,65.6,47,-0.8,66.4
IL-047,Edwards County,68.2,56,-0.5,68.7
IL-049,Effingham County,67,57,-0.4,67.4
IL-051,Fayette County,67,53,-0.7,67.7
IL-053,Ford County,65,65,0,65
IL-055,Franklin County,68.4,55,-0.5,68.9
IL-057,Fulton County,64.8,38,-1.3,66.1
IL-059,Gallatin County,69.1,54,-0.7,69.8
IL-061,Greene County,66.8,48,-0.9,67.7
IL-063,Grundy County,64.7,66,0.3,64.4
IL-065,Hamilton County,68.6,59,-0.3,68.9
IL-067,Hancock County,65,34,-1.5,66.5
IL-069,Hardin County,69.5,57,-0.4,69.9
IL-071,Henderson County,64.5,41,-1.1,65.6
IL-073,Henry County,63.1,37,-1.3,64.4
IL-075,Iroquois County,65,65,0.1,64.9
IL-077,Jackson County,68.2,51,-0.6,68.8
IL-079,Jasper County,67.3,57,-0.4,67.7
IL-081,Jefferson County,68.3,58,-0.4,68.7
IL-083,Jersey County,67.5,50,-0.6,68.1
IL-085,Jo Daviess County,61.2,44,-0.8,62
IL-087,Johnson County,69.3,61,-0.1,69.4
IL-089,Kane County,62.8,49,-0.5,63.3
IL-091,Kankakee County,64.9,67,0.4,64.5
IL-093,Kendall County,63.8,53,-0.3,64.1
IL-095,Knox County,63.6,39,-1.4,65
IL-097,Lake County,63.1,68,0,63.1
IL-099,LaSalle County,63.8,53,-0.5,64.3
IL-101,Lawrence County,67.8,55,-0.6,68.4
IL-103,Lee County,62.9,50,-0.5,63.4
IL-105,Livingston County,64.9,63,0.3,64.6
IL-107,Logan County,65.7,49,-0.6,66.3
IL-109,McDonough County,64.5,38,-1.4,65.9
IL-111,McHenry County,62.2,53,-0.3,62.5
IL-113,McLean County,64.8,60,-0.1,64.9
IL-115,Macon County,66.2,57,-0.3,66.5
IL-117,Macoupin County,66.5,49,-0.9,67.4
IL-119,Madison County,67.9,49,-0.8,68.7
IL-121,Marion County,67.9,59,-0.3,68.2
IL-123,Marshall County,64.4,53,-0.5,64.9
IL-125,Mason County,65.5,41,-1.1,66.6
IL-127,Massac County,70.5,62,0.2,70.3
IL-129,Menard County,65.5,43,-1.2,66.7
IL-131,Mercer County,63.6,38,-1.3,64.9
IL-133,Monroe County,69.4,69,0.3,69.1
IL-135,Montgomery County,66.4,47,-1,67.4
IL-137,Morgan County,65.6,41,-1.2,66.8
IL-139,Moultrie County,66.2,55,-0.5,66.7
IL-141,Ogle County,62.4,48,-0.4,62.8
IL-143,Peoria County,64.5,42,-0.8,65.3
IL-145,Perry County,68.3,58,-0.5,68.8
IL-147,Piatt County,65.8,60,-0.1,65.9
IL-149,Pike County,66.2,46,-1,67.2
IL-151,Pope County,69.7,61,-0.1,69.8
IL-153,Pulaski County,69.8,56,-0.3,70.1
IL-155,Putnam County,64.2,48,-0.7,64.9
IL-157,Randolph County,68.8,60,0,68.8
IL-159,Richland County,67.6,55,-0.6,68.2
IL-161,Rock Island County,63.3,39,-1.2,64.5
IL-163,St. Clair County,69.1,62,0.1,69
IL-165,Saline County,68.9,57,-0.5,69.4
IL-167,Sangamon County,65.8,43,-1.1,66.9
IL-169,Schuyler County,65.3,42,-1.2,66.5
IL-171,Scott County,66.1,43,-1.1,67.2
IL-173,Shelby County,66.6,53,-0.6,67.2
IL-175,Stark County,63.5,42,-1.1,64.6
IL-177,Stephenson County,61.2,44,-0.7,61.9
IL-179,Tazewell County,65.1,48,-0.5,65.6
IL-181,Union County,68.7,54,-0.4,69.1
IL-183,Vermilion County,65.2,54,-0.5,65.7
IL-185,Wabash County,68.3,57,-0.4,68.7
IL-187,Warren County,63.7,39,-1.4,65.1
IL-189,Washington County,68.5,62,-0.2,68.7
IL-191,Wayne County,68.2,60,-0.3,68.5
IL-193,White County,68.7,58,-0.6,69.3
IL-195,Whiteside County,62.8,44,-0.9,63.7
IL-197,Will County,64.6,59,0.2,64.4
IL-199,Williamson County,68.5,57,-0.4,68.9
IL-201,Winnebago County,61.6,41,-1,62.6
IL-203,Woodford County,64.7,61,0,64.7
IN-001,Adams County,64.2,56,-0.1,64.3
IN-003,Allen County,63.6,54,-0.6,64.2
IN-005,Bartholomew County,65.8,42,-1.2,67
IN-007,Benton County,64.3,54,-0.4,64.7
IN-009,Blackford County,65.2,66,0.3,64.9
IN-011,Boone County,64.8,63,0.2,64.6
IN-013,Brown County,65.4,47,-0.9,66.3
IN-015,Carroll County,64.6,59,-0.3,64.9
IN-017,Cass County,64.2,57,-0.3,64.5
IN-019,Clark County,68,58,0,68
IN-021,Clay County,66.4,59,-0.2,66.6
IN-023,Clinton County,64.7,62,0,64.7
IN-025,Crawford County,66.6,40,-1.4,68
IN-027,Daviess County,67.7,65,-0.1,67.8
IN-029,Dearborn County,66.6,59,-0.1,66.7
IN-031,Decatur County,65.3,45,-1.1,66.4
IN-033,DeKalb County,63.1,54,-0.3,63.4
IN-035,Delaware County,65.3,66,0.3,65
IN-037,Dubois County,67.1,47,-1,68.1
IN-039,Elkhart County,63.2,66,0.2,63
IN-041,Fayette County,64.9,53,-0.4,65.3
IN-043,Floyd County,68.2,61,0.2,68
IN-045,Fountain County,65,51,-0.6,65.6
IN-047,Franklin County,65.7,58,-0.2,65.9
IN-049,Fulton County,63.8,61,0.1,63.7
IN-051,Gibson County,68.7,63,-0.1,68.8
IN-053,Grant County,64.9,61,0,64.9
IN-055,Greene County,66.7,61,-0.2,66.9
IN-057,Hamilton County,65.4,66,0.2,65.2
IN-059,Hancock County,65.3,54,-0.4,65.7
IN-061,Harrison County,67.8,58,-0.3,68.1
IN-063,Hendricks County,65.1,56,-0.2,65.3
IN-065,Henry County,64.4,55,-0.3,64.7
IN-067,Howard County,64.3,55,-0.5,64.8
IN-069,Huntington County,64.2,58,-0.3,64.5
IN-071,Jackson County,66.1,43,-1.1,67.2
IN-073,Jasper County,63.7,49,-0.5,64.2
IN-075,Jay County,64.7,61,0.2,64.5
IN-077,Jefferson County,66.9,51,-0.6,67.5
IN-079,Jennings County,66.2,43,-1,67.2
IN-081,Johnson County,65.6,51,-0.6,66.2
IN-083,Knox County,68.1,61,-0.1,68.2
IN-085,Kosciusko County,63.6,60,0.1,63.5
IN-087,LaGrange County,63,63,0,63
IN-089,Lake County,64.3,59,0,64.3
IN-091,LaPorte County,63.2,48,-0.5,63.7
IN-093,Lawrence County,66,50,-0.8,66.8
IN-095,Madison County,65.4,63,0.1,65.3
IN-097,Marion County,65.9,56,-0.1,66
IN-099,Marshall County,63.4,62,0.2,63.2
IN-101,Martin County,66.8,56,-0.5,67.3
IN-103,Miami County,64.3,58,-0.3,64.6
IN-105,Monroe County,65.6,55,-0.5,66.1
IN-107,Montgomery County,64.8,58,-0.2,65
IN-109,Morgan County,65.5,51,-0.6,66.1
IN-111,Newton County,64.2,54,-0.3,64.5
IN-113,Noble County,63.4,62,0.1,63.3
IN-115,Ohio County,67.2,63,0.1,67.1
IN-117,Orange County,66.4,47,-1,67.4
IN-119,Owen County,66,59,-0.3,66.3
IN-121,Parke County,65.2,46,-0.8,66
IN-123,Perry County,66.4,24,-2.4,68.8
IN-125,Pike County,68.1,62,-0.2,68.3
IN-127,Porter County,63.4,48,-0.5,63.9
IN-129,Posey County,69.2,57,-0.5,69.7
IN-131,Pulaski County,63.7,57,-0.1,63.8
IN-133,Putnam County,64.9,49,-0.7,65.6
IN-135,Randolph County,64,57,-0.2,64.2
IN-137,Ripley County,65.6,48,-0.7,66.3
IN-139,Rush County,65,49,-0.6,65.6
IN-141,St. Joseph County,63.2,62,0.1,63.1
IN-143,Scott County,67.1,54,-0.6,67.7
IN-145,Shelby County,65.7,48,-0.8,66.5
IN-147,Spencer County,67.5,36,-1.6,69.1
IN-149,Starke County,63.4,55,-0.2,63.6
IN-151,Steuben County,62.4,55,-0.3,62.7
IN-153,Sullivan County,67.5,64,0,67.5
IN-155,Switzerland County,67.3,61,0,67.3
IN-157,Tippecanoe County,65.2,63,0.1,65.1
IN-159,Tipton County,64.6,57,-0.2,64.8
IN-161,Union County,65,55,-0.2,65.2
IN-163,Vanderburgh County,69.3,61,-0.1,69.4
IN-165,Vermillion County,65.4,46,-0.9,66.3
IN-167,Vigo County,66.6,56,-0.3,66.9
IN-169,Wabash County,64.3,58,-0.3,64.6
IN-171,Warren County,64.9,55,-0.4,65.3
IN-173,Warrick County,68.4,58,-0.5,68.9
IN-175,Washington County,66.5,55,-0.5,67
IN-177,Wayne County,64.2,54,-0.3,64.5
IN-179,Wells County,64.3,58,-0.1,64.4
IN-181,White County,64.2,57,-0.3,64.5
IN-183,Whitley County,63.6,55,-0.2,63.8
IA-001,Adair County,62.2,36,-1.5,63.7
IA-003,Adams County,62.2,31,-2,64.2
IA-005,Allamakee County,60.2,45,-0.8,61
IA-007,Appanoose County,62.8,24,-2.6,65.4
IA-009,Audubon County,61.7,41,-1.3,63
IA-011,Benton County,60.7,26,-2.1,62.8
IA-013,Black Hawk County,60.7,33,-1.4,62.1
IA-015,Boone County,62.6,52,-0.7,63.3
IA-017,Bremer County,60.7,48,-0.7,61.4
IA-019,Buchanan County,60,32,-1.7,61.7
IA-021,Buena Vista County,61.9,61,0,61.9
IA-023,Butler County,61.3,51,-0.5,61.8
IA-025,Calhoun County,62.5,61,-0.1,62.6
IA-027,Carroll County,62.4,58,-0.2,62.6
IA-029,Cass County,62.5,39,-1.4,63.9
IA-031,Cedar County,62,33,-1.5,63.5
IA-033,Cerro Gordo County,60.6,56,-0.3,60.9
IA-035,Cherokee County,62,60,0.1,61.9
IA-037,Chickasaw County,59.8,46,-0.8,60.6
IA-039,Clarke County,62.9,32,-1.8,64.7
IA-041,Clay County,61.4,67,0.4,61
IA-043,Clayton County,60.1,32,-1.5,61.6
IA-045,Clinton County,62.8,44,-0.8,63.6
IA-047,Crawford County,62.3,55,-0.4,62.7
IA-049,Dallas County,63,40,-1.2,64.2
IA-051,Davis County,63.5,27,-1.9,65.4
IA-053,Decatur County,63.2,34,-1.7,64.9
IA-055,Delaware County,60,33,-1.5,61.5
IA-057,Des Moines County,64.5,43,-1,65.5
IA-059,Dickinson County,60.8,67,0.3,60.5
IA-061,Dubuque County,60.1,25,-2,62.1
IA-063,Emmet County,60.4,57,-0.2,60.6
IA-065,Fayette County,59.4,35,-1.4,60.8
IA-067,Floyd County,60.8,52,-0.4,61.2
IA-069,Franklin County,61,54,-0.4,61.4
IA-071,Fremont County,63.8,29,-2.2,66
IA-073,Greene County,62.7,56,-0.4,63.1
IA-075,Grundy County,61.1,42,-1.1,62.2
IA-077,Guthrie County,62.5,47,-1,63.5
IA-079,Hamilton County,61.2,40,-1.2,62.4
IA-081,Hancock County,60.7,59,-0.4,61.1
IA-083,Hardin County,61.2,47,-0.8,62
IA-085,Harrison County,63.2,46,-0.9,64.1
IA-087,Henry County,63.8,35,-1.4,65.2
IA-089,Howard County,58.8,45,-0.7,59.5
IA-091,Humboldt County,61.6,53,-0.6,62.2
IA-093,Ida County,62.3,60,-0.1,62.4
IA-095,Iowa County,62.1,32,-1.4,63.5
IA-097,Jackson County,61.6,38,-1.2,62.8
IA-099,Jasper County,62.7,39,-1.3,64
IA-101,Jefferson County,63,27,-2,65
IA-103,Johnson County,62.1,30,-1.7,63.8
IA-105,Jones County,61,33,-1.5,62.5
IA-107,Keokuk County,62.8,32,-1.4,64.2
IA-109,Kossuth County,61.2,61,0,61.2
IA-111,Lee County,64.7,32,-1.5,66.2
IA-113,Linn County,61.4,34,-1.3,62.7
IA-115,Louisa County,63.5,37,-1.4,64.9
IA-117,Lucas County,62.7,27,-2.2,64.9
IA-119,Lyon County,60.8,54,-0.4,61.2
IA-121,Madison County,62.9,34,-1.6,64.5
IA-123,Mahaska County,62.6,29,-1.9,64.5
IA-125,Marion County,62.4,24,-2.6,65
IA-127,Marshall County,62.2,49,-0.7,62.9
IA-129,Mills County,63.7,35,-1.7,65.4
IA-131,Mitchell County,59.8,53,-0.5,60.3
IA-133,Monona County,63,54,-0.4,63.4
IA-135,Monroe County,62.7,25,-2.6,65.3
IA-137,Montgomery County,62.9,35,-1.9,64.8
IA-139,Muscatine County,62.6,29,-1.9,64.5
IA-141,O'Brien County,61.3,58,0,61.3
IA-143,Osceola County,60.8,62,0.2,60.6
IA-145,Page County,63.3,30,-2.1,65.4
IA-147,Palo Alto County,61.3,62,0.1,61.2
IA-149,Plymouth County,62.1,54,-0.2,62.3
IA-151,Pocahontas County,61.7,55,-0.5,62.2
IA-153,Polk County,63.2,37,-1.3,64.5
IA-155,Pottawattamie County,63.3,40,-1.2,64.5
IA-157,Poweshiek County,62.2,37,-1.2,63.4
IA-159,Ringgold County,63,34,-1.5,64.5
IA-161,Sac County,62.6,66,0.2,62.4
IA-163,Scott County,63.1,41,-1,64.1
IA-165,Shelby County,62.2,47,-1.1,63.3
IA-167,Sioux County,61.3,54,-0.5,61.8
IA-169,Story County,62.4,47,-0.8,63.2
IA-171,Tama County,61.4,35,-1.3,62.7
IA-173,Taylor County,62.7,32,-1.9,64.6
IA-175,Union County,62.3,31,-1.8,64.1
IA-177,Van Buren County,63.8,30,-1.9,65.7
IA-179,Wapello County,63.1,28,-2,65.1
IA-181,Warren County,63.2,31,-2,65.2
IA-183,Washington County,62.9,35,-1.4,64.3
IA-185,Wayne County,62.6,27,-2.4,65
IA-187,Webster County,61.7,51,-0.9,62.6
IA-189,Winnebago County,60,54,-0.7,60.7
IA-191,Winneshiek County,59.4,47,-0.6,60
IA-193,Woodbury County,62.7,54,-0.2,62.9
IA-195,Worth County,59.9,50,-0.7,60.6
IA-197,Wright County,60.8,47,-0.9,61.7
KS-001,Allen County,67.8,29,-2.3,70.1
KS-003,Anderson County,67.4,32,-2,69.4
KS-005,Atchison County,65.5,31,-1.8,67.3
KS-007,Barber County,67.5,13,-3.6,71.1
KS-009,Barton County,65,12,-4.1,69.1
KS-011,Bourbon County,68.2,32,-2,70.2
KS-013,Brown County,65,32,-1.8,66.8
KS-015,Butler County,68.2,33,-1.8,70
KS-017,Chase County,66.4,22,-2.7,69.1
KS-019,Chautauqua County,68.9,25,-2.5,71.4
KS-021,Cherokee County,69,32,-2.1,71.1
KS-023,Cheyenne County,64.1,51,-0.5,64.6
KS-025,Clark County,67.5,18,-3.5,71
KS-027,Clay County,65.7,29,-2.7,68.4
KS-029,Cloud County,65.6,31,-2.5,68.1
KS-031,Coffey County,67.8,37,-1.4,69.2
KS-033,Comanche County,67.3,16,-3.6,70.9
KS-035,Cowley County,68.9,29,-2.2,71.1
KS-037,Crawford County,68.6,33,-1.9,70.5
KS-039,Decatur County,65.1,50,-0.6,65.7
KS-041,Dickinson County,66.9,31,-2.2,69.1
KS-043,Doniphan County,65.2,29,-2.2,67.4
KS-045,Douglas County,67,35,-1.7,68.7
KS-047,Edwards County,66,22,-3.3,69.3
KS-049,Elk County,68,24,-2.5,70.5
KS-051,Ellis County,65.5,28,-2.7,68.2
KS-053,Ellsworth County,66.2,25,-3.2,69.4
KS-055,Finney County,65,18,-2.8,67.8
KS-057,Ford County,66.9,28,-2.2,69.1
KS-059,Franklin County,67.2,33,-1.7,68.9
KS-061,Geary County,66.3,31,-2.3,68.6
KS-063,Gove County,65.9,40,-1.3,67.2
KS-065,Graham County,65.6,40,-1.5,67.1
KS-067,Grant County,65.8,15,-2.9,68.7
KS-069,Gray County,66,23,-2.5,68.5
KS-071,Greeley County,64.1,34,-1.7,65.8
KS-073,Greenwood County,67.7,30,-2.1,69.8
KS-075,Hamilton County,64.9,21,-2.7,67.6
KS-077,Harper County,68,12,-3.6,71.6
KS-079,Harvey County,67.8,32,-2.2,70
KS-081,Haskell County,65.6,16,-3,68.6
KS-083,Hodgeman County,66.8,29,-2.1,68.9
KS-085,Jackson County,65.7,35,-1.7,67.4
KS-087,Jefferson County,66.4,35,-1.6,68
KS-089,Jewell County,64.2,27,-2.8,67
KS-091,Johnson County,66.6,33,-1.9,68.5
KS-093,Kearny County,64.7,17,-2.9,67.6
KS-095,Kingman County,66.9,13,-3.8,70.7
KS-097,Kiowa County,66.2,17,-3.6,69.8
KS-099,Labette County,68.7,24,-2.7,71.4
KS-101,Lane County,65.4,30,-2,67.4
KS-103,Leavenworth County,66.4,33,-1.8,68.2
KS-105,Lincoln County,66.1,27,-2.8,68.9
KS-107,Linn County,67.6,31,-2,69.6
KS-109,Logan County,65.6,45,-1,66.6
KS-111,Lyon County,66.8,32,-2,68.8
KS-113,McPherson County,67.4,32,-2,69.4
KS-115,Marion County,66.9,31,-2.3,69.2
KS-117,Marshall County,65.3,36,-1.9,67.2
KS-119,Meade County,67.3,19,-2.9,70.2
KS-121,Miami County,67,33,-1.9,68.9
KS-123,Mitchell County,65.1,25,-3,68.1
KS-125,Montgomery County,68.9,25,-2.8,71.7
KS-127,Morris County,65.8,25,-2.6,68.4
KS-129,Morton County,66.1,19,-2.7,68.8
KS-131,Nemaha County,64.8,34,-1.9,66.7
KS-133,Neosho County,68,23,-2.7,70.7
KS-135,Ness County,66,26,-2.5,68.5
KS-137,Norton County,65.3,47,-0.7,66
KS-139,Osage County,67.5,47,-1,68.5
KS-141,Osborne County,65.2,26,-2.8,68
KS-143,Ottawa County,67.2,40,-1.5,68.7
KS-145,Pawnee County,65.4,16,-3.6,69
KS-147,Phillips County,64.9,35,-1.7,66.6
KS-149,Pottawatomie County,65.9,34,-2.1,68
KS-151,Pratt County,66,13,-4,70
KS-153,Rawlins County,64.3,48,-0.9,65.2
KS-155,Reno County,66.7,20,-3.4,70.1
KS-157,Republic County,64.5,27,-2.5,67
KS-159,Rice County,66.2,20,-3.3,69.5
KS-161,Riley County,66,30,-2.3,68.3
KS-163,Rooks County,65.6,31,-2,67.6
KS-165,Rush County,65.3,17,-3.4,68.7
KS-167,Russell County,66,27,-2.8,68.8
KS-169,Saline County,67.6,37,-1.8,69.4
KS-171,Scott County,64.8,29,-2.2,67
KS-173,Sedgwick County,68.2,27,-2.6,70.8
KS-175,Seward County,66.8,20,-2.8,69.6
KS-177,Shawnee County,67.1,42,-1.3,68.4
KS-179,Sheridan County,65.3,45,-1,66.3
KS-181,Sherman County,64.1,51,-0.4,64.5
KS-183,Smith County,64.4,27,-2.5,66.9
KS-185,Stafford County,65.3,10,-4.1,69.4
KS-187,Stanton County,65.8,19,-2.6,68.4
KS-189,Stevens County,66.4,19,-2.7,69.1
KS-191,Sumner County,68.9,22,-2.7,71.6
KS-193,Thomas County,64.6,47,-0.8,65.4
KS-195,Trego County,65.6,31,-2.2,67.8
KS-197,Wabaunsee County,66.6,39,-1.6,68.2
KS-199,Wallace County,65,52,-0.4,65.4
KS-201,Washington County,64.8,30,-2.4,67.2
KS-203,Wichita County,64.3,27,-2.3,66.6
KS-205,Wilson County,68.1,24,-2.8,70.9
KS-207,Woodson County,67.9,31,-2.1,70
KS-209,Wyandotte County,66.4,32,-2,68.4
KY-001,Adair County,68.3,58,-0.4,68.7
KY-003,Allen County,69.3,49,-0.9,70.2
KY-005,Anderson County,67.8,54,-0.4,68.2
KY-007,Ballard County,70.4,60,-0.1,70.5
KY-009,Barren County,69.3,55,-0.6,69.9
KY-011,Bath County,66.6,48,-1,67.6
KY-013,Bell County,66.2,49,-0.9,67.1
KY-015,Boone County,67.4,65,0.2,67.2
KY-017,Bourbon County,66.8,52,-0.6,67.4
KY-019,Boyd County,66.8,55,-0.3,67.1
KY-021,Boyle County,67.1,50,-0.9,68
KY-023,Bracken County,67,59,-0.1,67.1
KY-025,Breathitt County,68,59,-0.4,68.4
KY-027,Breckinridge County,67.3,43,-1.3,68.6
KY-029,Bullitt County,68.8,60,-0.1,68.9
KY-031,Butler County,69.1,50,-0.8,69.9
KY-033,Caldwell County,69.9,56,-0.5,70.4
KY-035,Calloway County,71.2,69,0.4,70.8
KY-037,Campbell County,67.5,60,0,67.5
KY-039,Carlisle County,70.4,61,-0.2,70.6
KY-041,Carroll County,67.9,61,0,67.9
KY-043,Carter County,66.2,55,-0.4,66.6
KY-045,Casey County,67.2,52,-0.6,67.8
KY-047,Christian County,69.9,61,-0.4,70.3
KY-049,Clark County,66.9,52,-0.9,67.8
KY-051,Clay County,67.8,61,-0.2,68
KY-053,Clinton County,69.5,78,0.9,68.6
KY-055,Crittenden County,69.9,58,-0.4,70.3
KY-057,Cumberland County,69.6,63,0.1,69.5
KY-059,Daviess County,68.2,44,-1.4,69.6
KY-061,Edmonson County,69.6,62,-0.1,69.7
KY-063,Elliott County,66.5,55,-0.5,67
KY-065,Estill County,67.7,50,-0.8,68.5
KY-067,Fayette County,66.8,51,-0.8,67.6
KY-069,Fleming County,66.3,48,-0.8,67.1
KY-071,Floyd County,68.1,66,-0.2,68.3
KY-073,Franklin County,68.2,63,0.1,68.1
KY-075,Fulton County,70.1,44,-1.2,71.3
KY-077,Gallatin County,67.9,63,0.2,67.7
KY-079,Garrard County,67.4,51,-0.8,68.2
KY-081,Grant County,67.5,60,0.1,67.4
KY-083,Graves County,70.8,64,0.1,70.7
KY-085,Grayson County,68.6,61,-0.3,68.9
KY-087,Green County,68.6,53,-0.7,69.3
KY-089,Greenup County,66.5,57,-0.1,66.6
KY-091,Hancock County,67,23,-2.2,69.2
KY-093,Hardin County,68.2,60,-0.3,68.5
KY-095,Harlan County,64.8,42,-1.3,66.1
KY-097,Harrison County,67.3,57,-0.2,67.5
KY-099,Hart County,69.1,61,-0.2,69.3
KY-101,Henderson County,69.3,56,-0.6,69.9
KY-103,Henry County,67.8,59,0,67.8
KY-105,Hickman County,70.4,57,-0.5,70.9
KY-107,Hopkins County,69.2,48,-1.1,70.3
KY-109,Jackson County,67.2,59,-0.3,67.5
KY-111,Jefferson County,68.9,60,0,68.9
KY-113,Jessamine County,67.1,50,-0.9,68
KY-115,Johnson County,67.8,69,0.1,67.7
KY-117,Kenton County,67.3,60,0.1,67.2
KY-119,Knott County,67.2,55,-0.5,67.7
KY-121,Knox County,67.5,62,-0.3,67.8
KY-123,Larue County,68.2,55,-0.5,68.7
KY-125,Laurel County,67.8,68,0.2,67.6
KY-127,Lawrence County,67.2,59,-0.1,67.3
KY-129,Lee County,67.9,51,-0.7,68.6
KY-131,Leslie County,67,52,-0.7,67.7
KY-133,Letcher County,66,48,-0.8,66.8
KY-135,Lewis County,66.2,54,-0.4,66.6
KY-137,Lincoln County,67.1,52,-0.6,67.7
KY-139,Livingston County,70.7,61,0.1,70.6
KY-141,Logan County,69.2,48,-1.1,70.3
KY-143,Lyon County,70.8,63,0.1,70.7
KY-145,McCracken County,71,67,0.4,70.6
KY-147,McCreary County,67.9,69,0.3,67.6
KY-149,McLean County,68.8,46,-1.2,70
KY-151,Madison County,67.5,51,-0.8,68.3
KY-153,Magoffin County,67.5,59,-0.3,67.8
KY-155,Marion County,67.6,48,-0.9,68.5
KY-157,Marshall County,71.4,68,0.4,71
KY-159,Martin County,67.8,66,-0.3,68.1
KY-161,Mason County,66.5,55,-0.3,66.8
KY-163,Meade County,67.5,48,-0.9,68.4
KY-165,Menifee County,66.5,47,-1,67.5
KY-167,Mercer County,67.5,51,-0.6,68.1
KY-169,Metcalfe County,68.5,57,-0.6,69.1
KY-171,Monroe County,68.9,54,-0.7,69.6
KY-173,Montgomery County,66.6,47,-0.9,67.5
KY-175,Morgan County,66.9,53,-0.7,67.6
KY-177,Muhlenberg County,68.7,42,-1.4,70.1
KY-179,Nelson County,68.2,53,-0.6,68.8
KY-181,Nicholas County,66.7,51,-0.5,67.2
KY-183,Ohio County,68.2,44,-1.3,69.5
KY-185,Oldham County,68,59,0,68
KY-187,Owen County,67.8,61,0.1,67.7
KY-189,Owsley County,68.1,57,-0.4,68.5
KY-191,Pendleton County,67.5,57,0,67.5
KY-193,Perry County,67.5,53,-0.6,68.1
KY-195,Pike County,67.2,42,-0.9,68.1
KY-197,Powell County,67.3,49,-0.9,68.2
KY-199,Pulaski County,68.2,65,0.2,68
KY-201,Robertson County,66.9,54,-0.2,67.1
KY-203,Rockcastle County,67.4,61,-0.1,67.5
KY-205,Rowan County,66.1,45,-1,67.1
KY-207,Russell County,69,71,0.5,68.5
KY-209,Scott County,67.3,54,-0.3,67.6
KY-211,Shelby County,67.8,57,-0.2,68
KY-213,Simpson County,69.4,52,-0.9,70.3
KY-215,Spencer County,68.1,55,-0.4,68.5
KY-217,Taylor County,67.7,49,-1,68.7
KY-219,Todd County,69.5,51,-0.7,70.2
KY-221,Trigg County,71,72,0.4,70.6
KY-223,Trimble County,67.6,57,-0.2,67.8
KY-225,Union County,69.5,55,-0.7,70.2
KY-227,Warren County,69.8,56,-0.5,70.3
KY-229,Washington County,67.6,50,-0.7,68.3
KY-231,Wayne County,68.9,76,0.8,68.1
KY-233,Webster County,69.5,53,-0.7,70.2
KY-235,Whitley County,67.7,63,-0.2,67.9
KY-237,Wolfe County,67.3,56,-0.7,68
KY-239,Woodford County,67.4,52,-0.6,68
LA-001,Acadia Parish,78.1,55,-0.2,78.3
LA-003,Allen Parish,78.2,77,0.5,77.7
LA-005,Ascension Parish,78.7,81,0.8,77.9
LA-007,Assumption Parish,79.3,92,1.2,78.1
LA-009,Avoyelles Parish,77.5,66,0.2,77.3
LA-011,Beauregard Parish,78.9,94,1.5,77.4
LA-013,Bienville Parish,76.1,71,0.4,75.7
LA-015,Bossier Parish,76.2,55,0,76.2
LA-017,Caddo Parish,76.1,53,-0.3,76.4
LA-019,Calcasieu Parish,79.7,95,1.5,78.2
LA-021,Caldwell Parish,76.2,62,0.2,76
LA-023,Cameron Parish,79.4,82,0.6,78.8
LA-025,Catahoula Parish,76.6,55,-0.3,76.9
LA-027,Claiborne Parish,74.6,47,-0.7,75.3
LA-029,Concordia Parish,76.9,58,-0.2,77.1
LA-031,De Soto Parish,76.3,57,0,76.3
LA-033,East Baton Rouge Parish,78.1,74,0.6,77.5
LA-035,East Carroll Parish,76.4,75,0.8,75.6
LA-037,East Feliciana Parish,77.5,78,0.6,76.9
LA-039,Evangeline Parish,77.8,68,0.1,77.7
LA-041,Franklin Parish,76.2,59,-0.1,76.3
LA-043,Grant Parish,76.6,58,0,76.6
LA-045,Iberia Parish,78.7,73,0.4,78.3
LA-047,Iberville Parish,78.5,77,0.6,77.9
LA-049,Jackson Parish,75.8,70,0.5,75.3
LA-051,Jefferson Parish,79.8,84,0.9,78.9
LA-053,Jefferson Davis Parish,78.6,70,0.1,78.5
